sra_accession	ecotype	isMix	isWild	original_ecotype	original_genotype
SRR1946393	9832	0	NA	9832	NA
SRR1946396	9835	0	NA	9835	NA
SRR1946399	9838	0	NA	9838	NA
SRR1946401	9840	0	NA	9840	NA
SRR1946402	9841	0	NA	9841	NA
SRR1946403	9843	0	NA	9843	NA
SRR1946404	9844	0	NA	9844	NA
SRR1946406	9846	0	NA	9846	NA
SRR1946408	9848	0	NA	9848	NA
SRR1946410	9850	0	NA	9850	NA
SRR1946411	9851	0	NA	9851	NA
SRR1946413	9853	0	NA	9853	NA
SRR1946414	9854	0	NA	9854	NA
SRR1946415	9855	0	NA	9855	NA
SRR1946418	9858	0	NA	9858	NA
SRR1946421	9861	0	NA	9861	NA
SRR1946423	9864	0	NA	9864	NA
SRR1946424	9866	0	NA	9866	NA
SRR1946429	9871	0	NA	9871	NA
SRR1946430	9873	0	NA	9873	NA
SRR1946432	9875	0	NA	9875	NA
SRR1946435	9878	0	NA	9878	NA
SRR1946436	9879	0	NA	9879	NA
SRR1946437	9880	0	NA	9880	NA
SRR1946444	9888	0	NA	9888	NA
SRR1946445	9890	0	NA	9890	NA
SRR1946447	9892	0	NA	9892	NA
SRR1946448	9894	0	NA	9894	NA
SRR1946449	9895	0	NA	9895	NA
SRR1946452	9899	0	NA	9899	NA
SRR1946453	9900	0	NA	9900	NA
SRR1946456	9903	0	NA	9903	NA
SRR1946460	9908	0	NA	9908	NA
SRR1946461	9909	0	NA	9909	NA
SRR1946464	9912	0	NA	9912	NA
SRR1946465	9914	0	NA	9914	NA
SRR1946466	9915	0	NA	9915	NA
SRR1946468	9918	0	NA	9918	NA
SRR1946469	9920	0	NA	9920	NA
SRR1946471	9924	0	NA	9924	NA
SRR1946473	9926	0	NA	9926	NA
SRR1946474	9927	0	NA	9927	NA
SRR1946475	9928	0	NA	9928	NA
SRR1946477	9930	0	NA	9930	NA
SRR1946478	9932	0	NA	9932	NA
SRR1946480	9935	0	NA	9935	NA
SRR1946482	9938	0	NA	9938	NA
SRR1946493	9950	0	NA	9950	NA
SRR1946494	9951	0	NA	9951	NA
SRR1946495	9952	0	NA	9952	NA
SRR1946503	9962	0	NA	9962	NA
SRR1946509	9969	0	NA	9969	NA
SRR1946521	9982	0	NA	9982	NA
SRR1946560	14319	0	NA	14319	NA
SRR1946565	18694	0	NA	18694	NA
SRR1946568	19950	0	NA	19950	NA
SRR19633954	6909	0	NA	Col-0	NA
SRR19633957	6909	0	NA	Col-0	NA
SRR19633959	6909	0	NA	Col-0	NA
SRR19633961	6909	0	NA	Col-0	NA
SRR19633964	6909	0	NA	Col-0	NA
SRR19646403	6909	0	NA	Columbia	NA
SRR1970650	6909	0	0	Columbia	ros1
SRR1971044	NA	NA	NA	NA	NA
SRR1971045	NA	NA	NA	NA	NA
SRR1971046	NA	NA	NA	NA	NA
SRR1971112	NA	NA	NA	NA	NA
SRR1971119	NA	NA	NA	NA	NA
SRR1971122	NA	NA	NA	NA	NA
SRR1971124	NA	NA	NA	NA	NA
SRR1971125	NA	NA	NA	NA	NA
SRR1971128	NA	NA	NA	NA	NA
SRR1971129	NA	NA	NA	NA	NA
SRR1971132	NA	NA	NA	NA	NA
SRR1971134	NA	NA	NA	NA	NA
SRR1971135	NA	NA	NA	NA	NA
SRR1971137	NA	NA	NA	NA	NA
SRR1971139	NA	NA	NA	NA	NA
SRR1971141	NA	NA	NA	NA	NA
SRR1971142	NA	NA	NA	NA	NA
SRR1971143	NA	NA	NA	NA	NA
SRR1971144	NA	NA	NA	NA	NA
SRR1971147	NA	NA	NA	NA	NA
SRR1971148	NA	NA	NA	NA	NA
SRR1971149	NA	NA	NA	NA	NA
SRR1971150	NA	NA	NA	NA	NA
SRR1971151	NA	NA	NA	NA	NA
SRR1971152	NA	NA	NA	NA	NA
SRR1971153	NA	NA	NA	NA	NA
SRR1971156	NA	NA	NA	NA	NA
SRR1971158	NA	NA	NA	NA	NA
SRR1971159	NA	NA	NA	NA	NA
SRR1971160	NA	NA	NA	NA	NA
SRR1971161	NA	NA	NA	NA	NA
SRR1971162	NA	NA	NA	NA	NA
SRR19784272	NA	NA	0	NA	atx1(-/-);atx2(-/-);atx4(-/-);atx5(-/-)
SRR19784274	NA	NA	0	NA	atx1(-/-);atx2(-/-);atx4(-/-);atx5(-/-)
SRR19784276	NA	NA	0	NA	atx1(-/-);atx2(-/-)
SRR19784278	NA	NA	1	NA	wild type
SRR19784280	NA	NA	1	NA	wild type
SRR19784283	NA	NA	1	NA	wild type
SRR19825343	NA	NA	1	NA	wild type
SRR1984957	NA	NA	NA	NA	NA
SRR1984962	NA	NA	NA	NA	NA
SRR1984968	NA	NA	NA	NA	NA
SRR1984975	NA	NA	NA	NA	NA
SRR1984979	NA	NA	NA	NA	NA
SRR1984982	NA	NA	NA	NA	NA
SRR1984998	NA	NA	NA	NA	NA
SRR1985001	NA	NA	NA	NA	NA
SRR1985002	NA	NA	NA	NA	NA
SRR1985006	NA	NA	NA	NA	NA
SRR1985007	NA	NA	NA	NA	NA
SRR1985016	NA	NA	NA	NA	NA
SRR1985022	NA	NA	NA	NA	NA
SRR1985025	NA	NA	NA	NA	NA
SRR19867370	6909	0	NA	Col-0	NA
SRR19927959	NA	NA	0	NA	HTR5-GFP;ino80-5
SRR19927964	NA	NA	0	NA	HTR5-GFP;elf7-3
SRR19927965	NA	NA	0	NA	HTR5-GFP;elf7-3
SRR19927966	NA	NA	0	NA	HTR5-GFP
SRR19927969	NA	NA	0	NA	HTR5-GFP
SRR1994588	NA	NA	NA	NA	NA
SRR1994589	NA	NA	NA	NA	NA
SRR1994593	NA	NA	NA	NA	NA
SRR1994594	NA	NA	NA	NA	NA
SRR1994603	NA	NA	NA	NA	NA
SRR1994605	NA	NA	NA	NA	NA
SRR1994608	NA	NA	NA	NA	NA
SRR1994611	NA	NA	NA	NA	NA
SRR1994612	NA	NA	NA	NA	NA
SRR1994613	NA	NA	NA	NA	NA
SRR1994614	NA	NA	NA	NA	NA
SRR1994615	NA	NA	NA	NA	NA
SRR19960271	NA	NA	0	NA	SPT6LdetlaSH2
SRR19960272	NA	NA	0	NA	SPT6LdetlaSH2
SRR19960273	NA	NA	0	NA	SPT6L
SRR19960276	NA	NA	0	NA	SPT6L
SRR19960277	NA	NA	0	NA	SPT6L
SRR19960278	NA	NA	0	NA	SPT6L
SRR19960280	NA	NA	0	NA	SPT6LdetlaSH2
SRR19960281	NA	NA	0	NA	SPT6LdetlaSH2
SRR19960283	NA	NA	NA	NA	NA
SRR19960284	NA	NA	NA	NA	NA
SRR19960289	NA	NA	NA	NA	NA
SRR19960290	NA	NA	NA	NA	NA
SRR19960291	NA	NA	NA	NA	NA
SRR2002285	NA	NA	NA	NA	NA
SRR2002808	7210	0	NA	Landsberg erecta	NA
SRR2002809	NA	NA	NA	NA	NA
SRR2002811	7418	0	NA	Zu-1	NA
SRR20273552	6909	1	0	Col-LUC	rll6-1
SRR20273554	6909	1	1	Col-LUC	wild type
SRR2032872	6909	0	NA	Col-0	NA
SRR2032874	7233	0	NA	Limeport CC8070	NA
SRR2032875	CC28067	0	NA	Berkeley CC28067	NA
SRR2042474	NA	NA	0	NA	met18-1 (SALK_121963)
SRR2042479	NA	NA	0	NA	met18-2 (SALK_147068)
SRR2046519	NA	NA	NA	NA	NA
SRR2046520	NA	NA	NA	NA	NA
SRR2060019	NA	NA	NA	NA	NA
SRR2060038	NA	NA	NA	NA	NA
SRR2060045	NA	NA	NA	NA	NA
SRR2060046	NA	NA	NA	NA	NA
SRR2060053	NA	NA	NA	NA	NA
SRR2060063	NA	NA	NA	NA	NA
SRR2060064	NA	NA	NA	NA	NA
SRR20613522	NA	NA	0	NA	h2a.z
SRR20614428	NA	NA	0	NA	h3.3ko
SRR20614429	NA	NA	0	NA	h3.3ko
SRR20614430	NA	NA	0	NA	h3.3ko
SRR20614432	NA	NA	0	NA	Col
SRR20614433	NA	NA	0	NA	Col
SRR20614438	NA	NA	0	NA	Col
SRR20696333	NA	NA	NA	hda9 mutant	NA
SRR20696339	6909	0	NA	Columbia	NA
SRR2077945	6909	0	NA	Col-0	NA
SRR2077949	6909	0	NA	Col-0	NA
SRR2077950	7213	0	NA	Ler-0	NA
SRR2077954	6909	0	NA	Col-0	NA
SRR2077955	6909	0	NA	Col-0	NA
SRR2077956	6909	0	NA	Col-0	NA
SRR2077963	6909	0	NA	Col-0	NA
SRR2077964	6909	0	NA	Col-0	NA
SRR2077965	6909	0	NA	Col-0	NA
SRR2077968	6909	0	NA	Col-0	NA
SRR2077969	6909	0	NA	Col-0	NA
SRR2077970	6909	0	NA	Col-0	NA
SRR2077971	6909	0	NA	Col-0	NA
SRR2077974	6909	0	NA	Col-0	NA
SRR2077976	6909	0	NA	Col-0	NA
SRR2077978	6909	0	NA	Col-0	NA
SRR2077979	7213	0	NA	Ler-0	NA
SRR2077980	7213	0	NA	Ler-0	NA
SRR2077982	7213	0	NA	Ler-0	NA
SRR2077984	6909	0	NA	Col-0	NA
SRR2077986	6909	0	NA	Col-0	NA
SRR2077987	6909	0	NA	Col-0	NA
SRR2077989	6909	0	NA	Col-0	NA
SRR2077991	6909	0	NA	Col-0	NA
SRR2077993	6909	0	NA	Col-0	NA
SRR2077995	6909	0	NA	Col-0	NA
SRR2077996	6909	0	NA	Col-0	NA
SRR2077997	6909	0	NA	Col-0	NA
SRR2077998	6909	0	NA	Col-0	NA
SRR2077999	6909	0	NA	Col-0	NA
SRR2078002	6909	0	NA	Col-0	NA
SRR20871495	NA	NA	NA	NA	NA
SRR20871499	NA	NA	NA	NA	NA
SRR20871501	NA	NA	NA	NA	NA
SRR20871502	NA	NA	NA	NA	NA
SRR20871503	NA	NA	NA	NA	NA
SRR20871504	NA	NA	NA	NA	NA
SRR20871506	NA	NA	NA	NA	NA
SRR2101859	NA	NA	NA	NA	NA
SRR2102619	NA	NA	0	NA	Col-0 WT
SRR2102620	NA	NA	0	NA	Col-0 WT
SRR2102622	NA	NA	0	NA	nrpd1-3
SRR2102623	NA	NA	0	NA	nrpd1-3
SRR2102624	NA	NA	0	NA	nrpd1-3
SRR2102625	NA	NA	0	NA	nrpd1-3
SRR2102626	NA	NA	0	NA	nrpd1-3
SRR2102631	NA	NA	0	NA	nrpe1-11
SRR2102633	NA	NA	0	NA	nrpe1-11
SRR2102639	NA	NA	0	NA	ddc
SRR2102649	NA	NA	0	NA	dcl1/2/3/4
SRR2103597	NA	NA	NA	NA	NA
SRR21118821	6909	0	NA	Columbia	NA
SRR21118823	6909	0	NA	Columbia	NA
SRR21118824	6909	0	NA	Columbia	NA
SRR21118837	6909	0	NA	Columbia	NA
SRR21118843	6909	0	NA	Columbia	NA
SRR21177002	NA	NA	NA	NA	NA
SRR21177003	NA	NA	NA	NA	NA
SRR21177006	NA	NA	NA	NA	NA
SRR21177009	NA	NA	NA	NA	NA
SRR21177014	NA	NA	NA	NA	NA
SRR21177015	NA	NA	0	NA	h3.3ko
SRR21232858	6909	0	NA	Col-0	NA
SRR21232860	6909	0	NA	Col-0	NA
SRR21232861	6909	0	NA	Col-0	NA
SRR21266761	6909	0	NA	Columbia	NA
SRR21266987	6909	0	NA	Columbia	NA
SRR21266991	6909	0	NA	Columbia	NA
SRR21274711	6909	0	NA	Columbia	NA
SRR21274713	6909	0	NA	Columbia	NA
SRR21274752	6909	0	NA	Columbia	NA
SRR21274779	6909	0	NA	Columbia	NA
SRR21274814	6909	0	NA	Columbia	NA
SRR21274816	6909	0	NA	Columbia	NA
SRR21274818	6909	0	NA	Columbia	NA
SRR21274819	6909	0	NA	Columbia	NA
SRR21274820	6909	0	NA	Columbia	NA
SRR21290735	NA	NA	NA	wildtype	NA
SRR21290736	NA	1	NA	pub25pub26 mutant	NA
SRR21290737	NA	1	NA	pub25pub26 mutant	NA
SRR21290740	NA	NA	NA	wildtype	NA
SRR21290741	NA	NA	NA	wildtype	NA
SRR21290746	NA	NA	NA	seair mutant	NA
SRR21388669	NA	NA	0	NA	: pHTR5::HTR5-HA
SRR21449905	NA	NA	NA	NA	NA
SRR21449906	NA	NA	NA	NA	NA
SRR21449907	NA	NA	NA	NA	NA
SRR21449909	NA	NA	NA	NA	NA
SRR21449910	NA	NA	NA	NA	NA
SRR21449911	NA	NA	NA	NA	NA
SRR21449912	NA	NA	NA	NA	NA
SRR21449913	NA	NA	NA	NA	NA
SRR21449919	NA	NA	NA	NA	NA
SRR21449920	NA	NA	NA	NA	NA
SRR21456826	NA	NA	NA	NA	NA
SRR21456830	NA	NA	NA	NA	NA
SRR21456831	NA	NA	NA	NA	NA
SRR21456834	NA	NA	NA	NA	NA
SRR21456835	NA	NA	NA	NA	NA
SRR21456838	NA	NA	NA	NA	NA
SRR21456839	NA	NA	NA	NA	NA
SRR21617276	NA	NA	NA	35S::BBX29-Myc	NA
SRR21628414	6909	0	NA	Columbia	NA
SRR21640948	6909	0	NA	Columbia	NA
SRR21640949	6909	0	NA	Columbia	NA
SRR21640950	6909	0	NA	Columbia	NA
SRR21640955	6909	0	NA	Columbia	NA
SRR21640957	6909	0	NA	Columbia	NA
SRR21640960	6909	0	NA	Columbia	NA
SRR21665218	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665219	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665221	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665223	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665225	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665226	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665227	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665228	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665231	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665235	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665238	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665239	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665241	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665242	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665243	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665244	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665245	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665247	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665248	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665250	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665252	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665255	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665256	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665257	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665258	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665259	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665260	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665262	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665263	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665264	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665265	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665267	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665268	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665269	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665270	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665271	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665272	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665274	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665276	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665277	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665278	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665279	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665280	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665281	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665284	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665285	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665286	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665287	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665288	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665289	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665291	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665293	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665294	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665295	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665296	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665297	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665299	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665300	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665301	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665302	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665303	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665305	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665307	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665308	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665309	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665312	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665313	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665314	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665316	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665319	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665320	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665321	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665322	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665324	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665325	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665326	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665327	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665328	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665329	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665333	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665335	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665337	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665340	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665342	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665343	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665344	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665345	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665346	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665347	6906	1	1	Col-ChP x C24 F2	wild type
SRR21665349	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665350	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665351	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665353	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665354	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665359	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665360	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665364	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665369	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665370	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665371	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665372	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665374	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665375	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665376	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665377	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665379	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665380	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665381	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665383	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665384	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665385	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665387	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665388	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665389	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665390	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665391	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665392	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665393	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665394	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665395	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665396	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665397	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665398	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665404	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665406	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665409	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665410	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665411	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665414	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665416	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665417	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665418	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665420	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665421	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665423	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665425	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665426	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665428	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665429	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665431	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665433	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665438	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665440	6909	1	0	Col-ChP_msh2 x Ler_msh2	msh2 mutant
SRR21665441	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665442	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665444	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665445	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665446	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665447	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665448	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665449	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665450	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665451	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665452	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665455	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665456	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665457	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665458	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665459	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665460	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665461	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665462	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665463	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665464	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665467	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665468	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665469	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665471	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665475	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665476	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665479	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665480	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665482	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665483	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665484	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665486	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665488	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665489	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665490	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665491	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665492	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665493	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665494	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665496	6909	1	1	Col-ChP x Ler F2	wild type
SRR21665497	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665498	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
SRR21665499	6909	1	1	Col-ChP x Ler_mutant-del_chr3_10951178-10951912	wild type
